"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"273",645277,"Ozzie Albies","1290","21.2","0.339","0.225","0.304","0.565","0.381","0.401","0.354","92","271","88.6","14.8","2176","87.6","87.32","0","273","0","-0.3","5.98","111","151","111","150","298","324","300"
"12",543484,"Mikie Mahtook","105","11.4","0.000","0.000","0.000","0.000","0.000","0.303","0.199","0","12","88.6","30.3","2210","91.7","91.37","0","12","0","-0.3","6.09","109","152","119","147","306","324","282"
"109",541650,"Hernan Perez","612","17.8","0.327","0.206","0.291","0.533","0.362","0.326","0.310","35","107","88.6","8.4","2223","86.7","86.27","0","109","0","-0.4","5.94","106","150","113","145","303","320","291"
"50",474568,"Jordy Mercer","274","18.2","0.260","0.140","0.245","0.400","0.281","0.456","0.376","13","50","88.6","14.2","2214","91.7","91.37","0","50","0","-0.3","6.16","105","153","119","146","301","318","279"
"3",663423,"Trent Thornton","7","42.9","0.667","0.000","0.667","0.667","0.587","0.484","0.536","2","3","88.6","4.0","2271","94.7","94.27","0","3","0","-0.4","5.92","121","149","110","151","297","308","264"
"279",488726,"Michael Brantley","1241","22.5","0.353","0.201","0.325","0.554","0.385","0.361","0.331","98","278","88.5","9.7","2160","89.2","88.64","0","279","0","-0.6","5.97","112","151","121","151","285","323","300"
"248",462101,"Elvis Andrus","1227","20.2","0.371","0.184","0.349","0.555","0.390","0.340","0.320","91","245","88.5","7.9","2277","87.8","87.35","0","248","0","-0.4","5.95","106","149","113","145","299","319","287"
"232",460086,"Alex Gordon","1207","19.2","0.339","0.233","0.303","0.573","0.380","0.372","0.315","77","227","88.5","10.1","2203","88.9","88.64","0","232","0","-0.3","6.03","114","155","116","150","294","324","306"
"59",456665,"Steve Pearce","441","13.4","0.276","0.121","0.259","0.397","0.283","0.324","0.289","16","58","88.5","12.8","2316","89.3","88.79","0","59","0","-0.5","5.93","104","152","120","146","294","325","299"
"91",518595,"Travis d'Arnaud","500","18.2","0.258","0.191","0.218","0.449","0.293","0.378","0.302","23","89","88.4","14.2","2218","88.7","88.29","0","91","0","-0.4","6.01","106","152","119","147","300","325","289"
"128",606192,"Teoscar Hernandez","910","14.1","0.299","0.236","0.256","0.535","0.350","0.343","0.282","38","127","88.4","15.3","2237","87.7","87.04","0","128","0","-0.7","5.90","104","151","116","144","299","326","297"
"211",650402,"Gleyber Torres","1276","16.5","0.388","0.345","0.319","0.733","0.464","0.414","0.346","80","206","88.4","16.5","2275","87.5","87.06","0","211","0","-0.4","5.94","107","152","119","146","305","324","287"
"167",571745,"Mitch Haniger","1222","13.7","0.327","0.364","0.257","0.691","0.421","0.405","0.327","54","165","88.4","18.7","2229","89.3","88.90","0","167","0","-0.4","6.00","107","151","118","146","297","318","292"
"4",446868,"Wilkin Castillo","17","23.5","0.250","0.250","0.250","0.500","0.312","0.120","0.103","1","4","88.4","39.0","1902","87.4","86.64","0","4","0","-0.8","5.99","118","153","110","153","290","316","294"
"125",456488,"Eduardo Nunez","539","23.2","0.287","0.098","0.270","0.385","0.285","0.321","0.332","35","122","88.4","5.4","2244","87.9","87.54","0","125","0","-0.4","5.94","105","147","111","145","293","320","290"
"164",547004,"Rio Ruiz","933","17.6","0.307","0.110","0.288","0.417","0.310","0.318","0.308","50","163","88.3","11.3","2223","89.2","88.77","0","164","0","-0.4","5.98","115","154","119","152","289","320","298"
"99",448801,"Chris Davis","844","11.7","0.303","0.202","0.266","0.505","0.343","0.392","0.329","30","99","88.3","13.0","2275","89.7","89.37","0","99","0","-0.3","6.02","115","170","135","153","294","326","302"
"97",656669,"Jordan Luplow","672","14.4","0.365","0.365","0.295","0.729","0.455","0.399","0.341","35","96","88.3","14.6","2195","88.6","88.35","0","97","0","-0.3","6.03","105","150","116","144","294","320","292"
"138",643376,"Danny Jansen","809","17.1","0.250","0.118","0.231","0.368","0.262","0.349","0.321","34","136","88.3","12.1","2255","88.8","88.28","0","138","0","-0.5","5.95","105","150","117","146","296","323","293"
"48",544369,"Didi Gregorius","235","20.4","0.333","0.146","0.304","0.479","0.349","0.295","0.289","16","48","88.3","16.0","2169","90.1","89.79","0","48","0","-0.3","5.94","117","148","117","153","293","320","296"
"162",596059,"Rougned Odor","1115","14.5","0.286","0.280","0.238","0.565","0.357","0.384","0.318","46","161","88.2","14.3","2167","87.6","87.10","0","162","0","-0.5","5.97","112","149","114","147","295","325","302"
"216",545341,"Randal Grichuk","1297","16.7","0.330","0.279","0.279","0.609","0.395","0.354","0.300","71","215","88.2","16.0","2261","88.4","87.84","0","216","0","-0.6","5.92","106","152","118","145","297","328","299"
"119",650859,"Luis Rengifo","732","16.3","0.339","0.165","0.313","0.504","0.351","0.369","0.326","39","115","88.2","9.5","2196","89.4","89.02","0","119","0","-0.4","5.98","109","147","109","147","296","317","296"
"88",642086,"Dominic Smith","527","16.7","0.443","0.330","0.395","0.773","0.515","0.401","0.345","39","88","88.2","13.4","2191","88.7","88.35","0","88","0","-0.4","5.98","117","155","124","152","293","322","303"
"74",664034,"Ty France","440","16.8","0.315","0.164","0.292","0.479","0.334","0.328","0.292","23","73","88.2","13.0","2283","90.5","90.15","0","74","0","-0.4","6.04","106","151","118","147","310","325","293"
"251",456715,"Lorenzo Cain","1383","18.1","0.310","0.129","0.296","0.440","0.318","0.345","0.335","77","248","88.2","4.9","2265","90.4","90.16","0","251","0","-0.2","6.08","110","151","114","148","304","319","286"
"3",621493,"Taylor Ward","47","6.4","0.333","0.333","0.333","0.667","0.416","0.310","0.325","1","3","88.2","13.7","2002","87.0","87.17","0","3","0","0.2","6.41","106","150","113","147","301","322","288"
"199",595281,"Kevin Kiermaier","1047","19.0","0.315","0.239","0.280","0.553","0.364","0.347","0.308","62","197","88.1","5.9","2198","87.6","86.85","0","199","0","-0.8","5.83","111","146","110","147","289","325","302"
"195",596105,"Dwight Smith Jr","1020","19.1","0.328","0.260","0.283","0.589","0.381","0.359","0.324","63","192","88.1","7.6","2193","89.1","88.71","0","195","0","-0.4","5.95","112","147","109","149","286","316","294"
"9",656252,"Bobby Bradley","79","11.4","0.333","0.222","0.333","0.556","0.375","0.355","0.357","3","9","88.1","7.8","2311","86.4","86.43","0","9","0","0.0","6.04","119","153","122","151","291","327","307"
"163",575929,"Willson Contreras","1068","15.3","0.422","0.404","0.349","0.826","0.518","0.442","0.358","68","161","88.1","8.7","2236","88.0","87.63","0","163","0","-0.4","5.99","108","151","114","146","301","323","293"
"126",435263,"Brian McCann","696","18.1","0.325","0.242","0.263","0.567","0.360","0.352","0.306","39","120","88.1","9.7","2184","90.5","90.18","0","126","0","-0.3","6.02","116","164","135","153","298","325","301"
"193",570731,"Jonathan Schoop","978","19.7","0.337","0.280","0.289","0.617","0.402","0.392","0.341","65","193","88.1","10.4","2317","88.6","88.17","0","193","0","-0.4","5.98","106","151","118","146","301","322","291"
"142",571976,"Wil Myers","1146","12.4","0.376","0.312","0.323","0.688","0.449","0.463","0.389","53","141","88.1","12.1","2243","89.5","89.21","0","142","0","-0.3","6.00","108","151","115","145","307","331","303"
"135",640449,"Clint Frazier","824","16.4","0.409","0.333","0.347","0.742","0.476","0.426","0.365","54","132","88.1","13.4","2288","88.7","88.27","0","135","0","-0.4","5.94","109","153","119","148","306","325","291"
"287",543760,"Marcus Semien","1537","18.7","0.325","0.192","0.297","0.517","0.357","0.330","0.298","93","286","88.0","13.2","2305","87.9","87.42","0","287","0","-0.5","5.90","108","151","114","145","300","321","290"
"188",608369,"Corey Seager","989","19.0","0.355","0.242","0.322","0.597","0.399","0.355","0.307","66","186","88.0","15.1","2143","88.3","88.03","0","188","0","-0.3","6.03","114","155","119","151","297","323","306"
"94",546318,"Odubel Herrera","533","17.6","0.301","0.161","0.290","0.462","0.321","0.317","0.306","28","93","88.0","11.0","2157","88.2","87.88","0","94","0","-0.3","6.03","113","148","108","150","290","320","301"
"252",608070,"Jose Ramirez","1339","18.8","0.253","0.133","0.235","0.386","0.269","0.328","0.294","63","249","88.0","21.7","2202","89.3","89.04","0","252","0","-0.3","6.04","112","150","118","147","291","321","298"
"6",641470,"Zack Collins","67","9.0","0.167","0.500","0.000","0.667","0.339","0.389","0.269","1","6","88.0","-0.5","2300","89.8","89.54","0","6","0","-0.3","6.15","122","174","127","151","286","322","303"
"184",452678,"Asdrubal Cabrera","1157","15.9","0.313","0.242","0.266","0.555","0.363","0.324","0.287","57","182","88.0","17.3","2225","88.5","88.00","0","184","0","-0.5","5.93","112","153","120","149","296","321","299"
"49",491696,"Jesus Sucre","279","17.6","0.265","0.041","0.265","0.306","0.248","0.269","0.263","13","49","88.0","7.5","2257","90.4","90.05","0","49","0","-0.3","6.11","108","151","118","148","297","311","276"
"134",518618,"Derek Dietrich","847","15.8","0.301","0.466","0.190","0.767","0.439","0.410","0.313","40","133","88.0","19.3","2224","89.4","89.26","0","134","0","-0.1","6.11","114","153","123","151","292","320","299"
"22",593647,"Socrates Brito","165","13.3","0.136","0.091","0.136","0.227","0.152","0.308","0.315","3","22","88.0","-2.1","2308","87.7","87.16","0","22","0","-0.5","5.98","110","147","111","151","282","314","296"
"64",623993,"Anthony Santander","375","17.1","0.349","0.222","0.311","0.571","0.385","0.306","0.281","22","63","87.9","14.0","2312","86.9","86.26","0","64","0","-0.6","5.84","113","151","121","150","294","320","295"
"211",609275,"Adalberto Mondesi","1131","18.7","0.380","0.244","0.353","0.624","0.414","0.388","0.343","78","205","87.9","9.4","2232","88.1","87.76","0","211","0","-0.3","5.98","103","146","101","146","294","321","298"
"168",475174,"Yonder Alonso","1026","16.4","0.235","0.163","0.199","0.398","0.265","0.346","0.310","39","166","87.9","14.3","2172","88.9","88.61","0","168","0","-0.3","6.02","114","165","133","147","294","325","301"
"194",642715,"Willy Adames","1155","16.8","0.354","0.208","0.322","0.563","0.390","0.392","0.343","68","192","87.9","8.8","2239","88.5","87.95","0","194","0","-0.5","5.92","107","151","114","146","301","323","286"
"68",571788,"Brock Holt","436","15.6","0.424","0.136","0.403","0.561","0.411","0.391","0.388","28","66","87.9","4.8","2182","89.0","88.82","0","68","0","-0.2","6.11","108","146","112","148","278","316","300"
"255",500871,"Eduardo Escobar","1386","18.4","0.368","0.328","0.312","0.696","0.438","0.361","0.310","92","250","87.9","17.4","2162","88.5","88.17","0","255","0","-0.3","5.99","110","150","116","148","300","325","298"
"215",458731,"Brett Gardner","1198","17.9","0.277","0.239","0.235","0.516","0.330","0.301","0.293","59","213","87.9","13.2","2202","88.7","88.08","0","215","0","-0.6","5.92","109","148","108","148","284","316","297"
"198",624424,"Michael Conforto","1301","15.2","0.345","0.325","0.280","0.670","0.419","0.427","0.344","67","194","87.9","16.4","2182","89.3","88.96","0","198","0","-0.3","6.05","115","154","126","152","296","324","304"
"168",592567,"Colin Moran","871","19.3","0.359","0.251","0.316","0.611","0.409","0.392","0.349","60","167","87.9","11.3","2179","88.0","87.73","0","168","0","-0.3","5.98","114","152","115","149","294","322","301"
"28",642165,"Josh VanMeter","199","14.1","0.321","0.071","0.321","0.393","0.309","0.320","0.320","9","28","87.8","15.0","2113","87.7","87.48","0","28","0","-0.2","6.04","111","144","114","149","292","322","296"
"80",431145,"Russell Martin","553","14.5","0.333","0.115","0.308","0.449","0.329","0.341","0.329","26","78","87.8","10.4","2288","90.6","90.44","0","80","0","-0.2","6.06","111","150","117","146","305","321","297"
"17",607752,"Sam Travis","89","19.1","0.235","0.000","0.235","0.235","0.207","0.285","0.303","4","17","87.8","0.9","2193","86.2","86.17","0","17","0","0.0","6.08","103","150","115","143","293","315","291"
"250",600303,"Tommy La Stella","1141","21.9","0.328","0.220","0.282","0.548","0.373","0.360","0.325","82","250","87.8","13.2","2179","88.6","88.12","0","250","0","-0.5","5.93","114","150","115","150","291","318","301"
"79",657061,"Cole Tucker","473","16.7","0.282","0.179","0.263","0.462","0.315","0.366","0.339","22","78","87.8","8.4","2193","87.8","87.31","0","79","0","-0.5","5.94","110","149","108","150","292","318","298"
"68",643565,"Mike Tauchman","539","12.6","0.324","0.279","0.281","0.603","0.390","0.349","0.307","22","68","87.8","9.3","2182","87.6","86.73","0","68","0","-0.9","5.77","114","148","108","150","290","319","294"
"13",649966,"Luis Urias","127","10.2","0.154","0.077","0.154","0.231","0.164","0.362","0.316","2","13","87.8","6.7","2201","85.7","85.04","0","13","0","-0.7","5.75","105","147","112","148","300","319","291"
"160",455117,"Martin Maldonado","859","18.6","0.297","0.158","0.277","0.456","0.319","0.330","0.288","47","158","87.8","10.6","2243","89.6","89.27","0","160","0","-0.3","5.98","106","152","115","147","300","319","290"
"99",543308,"John Hicks","580","17.1","0.286","0.194","0.260","0.480","0.321","0.288","0.262","28","98","87.7","16.7","2237","88.0","87.59","0","99","0","-0.4","5.95","110","151","117","148","299","321","285"
"17",669257,"Will Smith","132","12.9","0.412","0.588","0.286","1.000","0.587","0.441","0.384","7","17","87.7","18.8","2130","88.5","88.39","0","17","0","-0.1","6.09","110","152","120","147","302","326","296"
"142",434158,"Curtis Granderson","947","15.0","0.264","0.250","0.222","0.514","0.322","0.363","0.303","37","140","87.7","18.2","2240","88.8","88.47","0","142","0","-0.3","6.05","118","161","122","156","295","319","298"
"233",542340,"Jonathan Villar","1371","17.0","0.341","0.218","0.308","0.559","0.379","0.347","0.317","78","229","87.7","7.5","2183","89.2","88.78","0","233","0","-0.4","6.01","107","147","106","148","292","319","293"
"225",520471,"Freddy Galvis","1189","18.9","0.347","0.227","0.310","0.573","0.391","0.339","0.311","78","225","87.7","13.3","2194","89.0","88.61","0","225","0","-0.4","6.02","107","148","108","149","290","321","296"
"153",453943,"Todd Frazier","893","17.1","0.327","0.248","0.280","0.575","0.382","0.341","0.310","50","153","87.6","16.4","2270","88.8","88.28","0","153","0","-0.5","5.97","108","153","118","146","302","323","297"
"19",621111,"Walker Buehler","155","12.3","0.167","0.167","0.118","0.333","0.211","0.303","0.256","3","18","87.6","-0.4","2134","90.6","90.61","0","19","0","0.0","6.05","118","147","109","146","297","313","284"
"114",500135,"Ronny Rodriguez","610","18.7","0.324","0.342","0.271","0.667","0.402","0.402","0.322","36","111","87.6","12.4","2291","87.8","87.27","0","114","0","-0.5","5.92","105","150","109","146","294","322","288"
"220",643217,"Andrew Benintendi","1325","16.6","0.377","0.219","0.351","0.595","0.407","0.402","0.345","81","215","87.6","18.3","2195","89.3","88.84","0","220","0","-0.5","5.98","114","148","113","151","283","322","308"
"190",474832,"Brandon Belt","1273","14.9","0.289","0.257","0.244","0.545","0.345","0.395","0.313","54","187","87.6","21.7","2184","89.1","88.76","0","190","0","-0.3","5.97","114","169","128","151","298","326","304"
"201",458015,"Joey Votto","1261","15.9","0.360","0.205","0.332","0.565","0.392","0.371","0.323","72","200","87.5","16.0","2246","88.6","88.34","0","201","0","-0.3","6.02","116","153","124","150","291","319","301"
"281",593160,"Whit Merrifield","1398","20.1","0.369","0.244","0.341","0.613","0.412","0.385","0.356","103","279","87.5","14.5","2234","89.5","89.29","0","281","0","-0.2","6.02","106","150","105","146","300","319","287"
"74",596144,"Cheslor Cuthbert","411","18.0","0.419","0.230","0.386","0.649","0.456","0.348","0.332","31","74","87.5","10.1","2178","88.5","88.36","0","74","0","-0.1","6.09","108","151","117","145","301","322","291"
"42",461314,"Matt Kemp","231","18.2","0.293","0.122","0.268","0.415","0.296","0.272","0.248","12","41","87.5","13.7","2285","87.1","86.92","0","42","0","-0.2","6.07","110","153","119","146","303","318","291"
"103",518614,"Daniel Descalso","737","14.0","0.277","0.129","0.260","0.406","0.289","0.313","0.291","28","101","87.5","9.5","2215","88.4","88.10","0","103","0","-0.3","5.98","117","156","115","152","289","320","298"
"200",572761,"Matt Carpenter","1459","13.7","0.303","0.232","0.263","0.535","0.351","0.369","0.313","60","198","87.4","19.3","2208","89.2","89.05","0","200","0","-0.2","6.08","118","163","122","158","302","326","304"
"137",669222,"Nick Senzel","824","16.6","0.375","0.301","0.333","0.676","0.440","0.404","0.346","51","136","87.4","13.1","2251","87.3","87.01","0","137","0","-0.3","5.99","109","149","111","146","301","320","286"
"49",643418,"Shed Long","319","15.4","0.327","0.204","0.313","0.531","0.363","0.255","0.240","16","49","87.4","12.8","2236","87.9","87.33","0","49","0","-0.6","5.88","115","145","107","149","277","306","293"
"26",593523,"Marco Hernandez","117","22.2","0.346","0.231","0.320","0.577","0.391","0.298","0.294","9","26","87.4","9.9","2130","89.2","88.80","0","26","0","-0.4","5.97","106","143","104","146","273","319","306"
"235",453568,"Charlie Blackmon","1172","20.1","0.415","0.376","0.364","0.791","0.503","0.413","0.352","97","234","87.4","13.5","2255","88.0","87.78","0","235","0","-0.2","5.94","119","153","119","150","300","330","307"
"273",593871,"Jorge Polanco","1423","19.2","0.381","0.246","0.349","0.627","0.420","0.389","0.346","102","268","87.3","20.1","2213","88.9","88.44","0","273","0","-0.5","5.98","111","148","110","149","294","320","294"
"215",606115,"Orlando Arcia","1189","18.1","0.308","0.210","0.270","0.519","0.349","0.327","0.296","66","214","87.3","6.8","2254","88.3","88.04","0","215","0","-0.3","6.02","106","149","111","146","302","318","289"
"54",621512,"Tomas Nido","245","22.0","0.352","0.185","0.314","0.537","0.380","0.382","0.339","19","54","87.2","6.9","2300","86.9","86.27","0","54","0","-0.6","5.83","109","151","116","147","305","321","290"
"198",543063,"Brandon Crawford","1124","17.6","0.303","0.164","0.280","0.467","0.323","0.343","0.312","59","195","87.2","9.1","2189","88.1","87.59","0","198","0","-0.5","5.90","115","154","114","150","294","321","305"
"48",444489,"Manny Pina","332","14.5","0.208","0.229","0.156","0.438","0.271","0.336","0.277","10","48","87.2","16.8","2174","87.5","87.22","0","48","0","-0.3","6.02","109","151","115","146","301","320","291"
"2",608717,"Chris Stratton","13","15.4","0.000","0.000","0.000","0.000","0.000","0.054","0.063","0","2","87.2","-22.0","1862","85.2","84.32","0","2","0","-0.9","5.76","108","146","107","151","289","308","283"
"121",605131,"Austin Barnes","710","17.0","0.275","0.192","0.241","0.467","0.312","0.281","0.263","33","120","87.1","13.4","2236","89.4","89.21","0","121","0","-0.2","6.03","108","149","113","145","301","318","291"
"218",544725,"Leury Garcia","1070","20.4","0.383","0.140","0.365","0.523","0.386","0.363","0.346","82","214","87.1","4.0","2224","88.4","88.07","0","218","0","-0.3","6.01","107","146","100","146","285","316","295"
"120",435522,"Neil Walker","709","16.9","0.367","0.183","0.345","0.550","0.392","0.397","0.348","44","120","87.1","12.2","2140","89.3","88.90","0","120","0","-0.4","6.07","113","159","122","152","297","320","297"
"259",516416,"Jean Segura","1111","23.3","0.311","0.210","0.282","0.521","0.351","0.321","0.299","80","257","87.1","7.7","2234","88.7","88.46","0","259","0","-0.2","6.07","108","151","108","147","303","319","286"
"95",471865,"Carlos Gonzalez","635","15.0","0.312","0.129","0.283","0.441","0.317","0.342","0.318","29","93","87.1","1.7","2194","88.1","87.72","0","95","0","-0.4","5.92","116","153","121","151","292","321","303"
"125",600474,"Pedro Severino","718","17.4","0.361","0.279","0.304","0.639","0.417","0.423","0.379","44","122","87.1","13.0","2214","88.2","87.63","0","125","0","-0.6","5.89","108","150","117","146","298","318","287"
"126",621002,"Daniel Robertson","864","14.6","0.286","0.111","0.274","0.397","0.293","0.290","0.283","36","126","87.1","4.3","2250","87.9","87.33","0","126","0","-0.6","5.93","107","151","115","146","299","324","290"
"236",500743,"Miguel Rojas","1049","22.5","0.330","0.082","0.326","0.412","0.317","0.317","0.316","77","233","87.1","9.2","2227","89.3","89.02","0","236","0","-0.3","6.08","109","150","111","146","302","313","281"
"118",643603,"Tyler White","944","12.5","0.330","0.183","0.304","0.513","0.350","0.334","0.310","38","115","87.1","13.1","2235","87.9","87.35","0","118","0","-0.6","5.96","106","152","118","147","297","326","287"
"118",595978,"Austin Hedges","804","14.7","0.288","0.203","0.250","0.492","0.331","0.386","0.331","34","118","87.1","19.3","2261","89.2","88.72","0","118","0","-0.5","5.93","108","152","118","146","305","325","297"
"12",506703,"Adrian Sanchez","71","16.9","0.333","0.000","0.333","0.333","0.293","0.294","0.317","4","12","87.1","7.1","2219","88.9","88.98","0","12","0","0.1","6.24","108","152","112","146","300","314","288"
"72",588751,"Adeiny Hechavarria","363","19.8","0.292","0.222","0.250","0.514","0.341","0.348","0.312","21","72","87.1","6.8","2228","87.6","87.29","0","72","0","-0.3","6.02","108","150","110","147","303","318","286"
"11",543089,"Taylor Davis","75","14.7","0.273","0.273","0.200","0.545","0.345","0.480","0.424","3","11","87.0","5.1","2183","89.8","89.80","0","11","0","0.0","6.18","110","149","118","146","301","326","287"
"3",596057,"Daniel Norris","29","10.3","0.333","0.000","0.333","0.333","0.293","0.344","0.368","1","3","87.0","2.0","2179","92.0","91.80","0","3","0","-0.2","6.20","121","152","107","151","280","310","286"
"38",547170,"Nicky Delmonico","294","12.9","0.342","0.132","0.324","0.474","0.351","0.375","0.343","13","38","87.0","15.9","2242","89.2","88.88","0","38","0","-0.3","5.98","117","156","129","151","287","318","302"
"1",593423,"Frankie Montas","7","14.3","0.000","0.000","0.000","0.000","0.000","0.112","0.132","0","1","87.0","-11.0","2058","92.3","93.48","0","1","0","1.2","6.89","120","151","117","149","291","310","270"
"92",501303,"Ehire Adrianza","495","18.6","0.344","0.178","0.307","0.522","0.362","0.368","0.332","31","90","87.0","11.8","2208","89.3","88.77","0","92","0","-0.5","5.98","109","148","109","148","290","317","293"
"71",664238,"Dylan Moore","561","12.7","0.329","0.214","0.299","0.543","0.370","0.355","0.319","23","70","87.0","16.0","2251","89.6","89.30","0","71","0","-0.3","5.98","107","149","112","145","296","309","282"
"155",592273,"Brandon Drury","958","16.2","0.307","0.209","0.275","0.516","0.344","0.401","0.346","47","153","87.0","12.9","2239","88.5","88.11","0","155","0","-0.4","6.01","106","151","117","146","301","325","291"
"253",502210,"Josh Reddick","1074","23.6","0.336","0.170","0.300","0.506","0.351","0.345","0.321","83","247","86.9","14.8","2182","88.6","88.06","0","253","0","-0.5","5.98","114","151","117","151","286","323","299"
"112",622666,"Johan Camargo","530","21.1","0.295","0.179","0.275","0.473","0.326","0.302","0.290","33","112","86.9","12.3","2165","89.1","88.78","0","112","0","-0.3","5.97","114","151","114","150","298","322","298"
"9",614173,"Franchy Cordero","105","8.6","0.625","0.125","0.556","0.750","0.530","0.419","0.421","5","8","86.9","11.4","2231","90.1","90.03","0","9","0","-0.1","6.04","118","147","126","149","298","331","305"
"129",545121,"Ildemaro Vargas","588","21.9","0.287","0.140","0.264","0.426","0.305","0.303","0.299","37","129","86.9","0.9","2220","89.8","89.30","0","129","0","-0.5","5.91","110","149","109","148","293","320","298"
"46",527049,"Cesar Puello","280","16.4","0.413","0.261","0.372","0.674","0.462","0.415","0.370","19","46","86.9","-6.7","2211","87.8","87.68","0","46","0","-0.1","6.14","107","152","116","146","304","318","288"
"49",663898,"Brendan Rodgers","294","16.7","0.347","0.041","0.347","0.388","0.320","0.251","0.240","17","49","86.9","7.2","2264","88.7","88.55","0","49","0","-0.1","5.89","108","153","116","148","313","327","300"
"113",600869,"Jeimer Candelario","786","14.4","0.292","0.142","0.279","0.434","0.310","0.314","0.292","33","113","86.9","16.8","2170","89.8","89.24","0","113","0","-0.6","5.99","116","154","127","149","290","321","292"
"153",514888,"Jose Altuve","730","21.0","0.303","0.257","0.252","0.559","0.361","0.355","0.300","46","152","86.8","10.7","2231","90.1","89.64","0","153","0","-0.5","6.07","104","152","109","145","295","324","288"
"65",621573,"Austin Dean","343","19.0","0.281","0.172","0.254","0.453","0.307","0.307","0.303","18","64","86.8","8.9","2212","88.6","88.42","0","65","0","-0.2","6.10","110","151","117","148","307","319","286"
"57",647304,"Josh Naylor","330","17.3","0.298","0.158","0.273","0.456","0.322","0.317","0.294","17","57","86.8","1.9","2084","90.2","90.01","0","57","0","-0.2","6.06","115","157","125","151","302","330","310"
"188",518960,"Jonathan Lucroy","1044","18.0","0.274","0.140","0.243","0.414","0.291","0.319","0.297","51","186","86.8","10.7","2205","87.7","87.19","0","188","0","-0.5","5.89","107","150","118","146","304","318","285"
"153",542921,"Tim Beckham","1010","15.1","0.333","0.327","0.282","0.660","0.417","0.387","0.325","51","153","86.8","8.7","2213","87.9","87.62","0","153","0","-0.3","6.01","108","151","116","147","299","317","289"
"196",543401,"Jason Kipnis","992","19.8","0.300","0.163","0.273","0.463","0.320","0.374","0.344","57","190","86.8","11.9","2187","88.7","88.32","0","196","0","-0.4","5.95","111","148","114","150","286","320","301"
"65",571657,"Kyle Farmer","465","14.0","0.359","0.328","0.288","0.688","0.435","0.378","0.325","23","64","86.8","15.9","2250","89.3","88.95","0","65","0","-0.4","6.01","108","148","115","143","299","316","290"
"114",571466,"Tucker Barnhart","733","15.6","0.277","0.179","0.241","0.455","0.309","0.323","0.305","31","112","86.8","9.9","2191","87.8","87.50","0","114","0","-0.3","6.02","116","150","117","150","290","316","294"
"120",543228,"Yan Gomes","701","17.1","0.292","0.133","0.274","0.425","0.307","0.323","0.292","35","120","86.8","17.5","2263","89.3","88.90","0","120","0","-0.4","5.97","106","151","116","146","304","322","297"
"89",592200,"Curt Casali","572","15.6","0.364","0.216","0.329","0.580","0.397","0.347","0.319","32","88","86.8","16.6","2224","87.8","87.60","0","89","0","-0.2","6.04","107","150","116","144","299","317","288"
"239",430945,"Adam Jones","1124","21.3","0.316","0.232","0.274","0.549","0.363","0.379","0.325","75","237","86.7","12.7","2288","88.7","88.30","0","239","0","-0.4","5.95","108","151","115","146","307","328","296"
"238",657557,"Paul DeJong","1364","17.4","0.335","0.258","0.293","0.593","0.389","0.376","0.327","79","236","86.7","19.3","2239","89.0","88.86","0","238","0","-0.1","6.11","106","151","118","146","306","326","301"
"223",425877,"Yadier Molina","910","24.5","0.305","0.127","0.288","0.432","0.311","0.328","0.305","67","220","86.7","13.0","2260","88.8","88.69","0","223","0","-0.1","6.09","109","151","118","147","306","324","296"
"243",594809,"Adam Eaton","1403","17.3","0.340","0.134","0.321","0.475","0.347","0.349","0.332","81","238","86.7","12.9","2209","88.9","88.56","0","243","0","-0.3","6.02","110","146","102","148","288","316","302"
"79",594011,"Rosell Herrera","484","16.3","0.269","0.154","0.250","0.423","0.295","0.281","0.279","21","78","86.7","11.2","2189","89.7","89.21","0","79","0","-0.5","6.01","109","146","107","146","293","312","293"
"17",518653,"Jake Elmore","79","21.5","0.059","0.000","0.059","0.059","0.052","0.282","0.270","1","17","86.6","12.2","2214","88.7","88.27","0","17","0","-0.4","5.93","113","153","113","149","299","312","282"
"81",608365,"Addison Russell","506","16.0","0.333","0.231","0.280","0.564","0.371","0.362","0.322","26","78","86.6","8.4","2298","88.8","88.58","0","81","0","-0.2","6.01","109","150","114","146","301","320","291"
"94",605508,"Charlie Tilson","512","18.4","0.330","0.085","0.323","0.415","0.322","0.310","0.307","31","94","86.6","6.5","2156","88.5","88.38","0","94","0","-0.1","6.14","109","146","102","144","277","311","298"
"29",664702,"Myles Straw","224","12.9","0.414","0.138","0.414","0.552","0.414","0.362","0.368","12","29","86.6","13.3","2240","88.2","87.65","0","29","0","-0.5","5.88","101","143","107","143","297","314","281"
"169",502517,"Daniel Murphy","831","20.3","0.337","0.205","0.307","0.542","0.367","0.292","0.280","56","166","86.6","17.8","2236","88.3","88.10","0","169","0","-0.2","5.90","114","156","127","150","301","329","310"
"80",572008,"Chris Owings","571","14.0","0.225","0.150","0.205","0.375","0.254","0.319","0.292","18","80","86.6","10.5","2245","87.5","87.08","0","80","0","-0.4","5.95","104","151","107","146","299","317","291"
